author,comment
r*****3,"Pengiriman sangat cepat, bahannya adem bgt, lembut bagus pokonya, alhamdulillah pas dibadan suami.. suka bgt sama bajunya thanks"
elstyleblurgraper,Alhamdulillah pesanannya baju erigo nya sudah sampai di rumah dan mantap dan terimakasih banyak
fadhilah_ummahati30,Tengkyuuu. Cakep desainnya. Coba ada desain yang Indonesia banget juga yak. Bahannya sepertinya pake CC 30s. Tipis cocok buat daily.
k*****a,baguss bgt gambarnya terang dan keliatan mewah udh 4x order ga pernah kecewa
amra2310,"Paket sudah diterima dengan baik, kualitas oke halus dan ga gerah bahannya. Thanks"
b*****n,"Original, bahan nya enak di pake, recommended bgt, pengiriman cepat, packing rapi"
a*****r,"Ukuran sesuai, pas banget, nyaman, kualitas bagus, pengemasan barang juga cepet"
januararisubiantoro,Mantapppppp..... packingnya....barang aman sampai di rumah.. Kualitas barang sippppp...jooosssss...Makasih
n*****1,Produk original berkualitas dan bagus bangett!! Harganya juga murah untuk kualitias seperti ini
annedahliany,"Ok sip baju nya bahan nya adem
Ukuran m nya pas
Thanks erigo
Thanks Shopee"
a*****n,"Pesanan Mendarat Mantep Bet sesuai dengan pesanan terima kasih,Erigo Punya, Thnk Gan Next Time Order Lagi"
m*****3,"Terimakasih seller 🤗
Kaosnya the best pokoknya..
Suka bangettt ❤️
Sering adakan diskon ya seller 😁"
d*****a,"Thanks you erigo, produk diterima dalam keadaan baik,kainnya tipis tapi adem sesuasi sama hargalah,bajunya ngepress di badan saya,kirain ukuran M udah pas,harusnya saya pilih L hmm😗"
ayajdbs,"Alhamdulillaah pesanan sdh sy terima, mksh seller,shopee,pak kurir😊🙏"
n*****n,Baguss bahannya juga tebel adem dapet harga flash sale juga pengemasan dan pengiriman cepat❤️
achmadrahma20,sumpahh mirip bgtt ga bedaa sm sekali bahan bajunya lumayan tebell trs lembutt gaa rugii bgttt di jamin ga nyeselllll
m.fadhika.fatahillah,Sesuaiiii pesssanannnnnn baguuuuussss bgtttttt okkkkeee. Mantaaaaap pokokkkk nya aaaa.... Next orderrrrrrr lagiiii........ Terimakasihhhhhhh.....
siregarelpina,Mantappp pas dapat diskon lagi heheheh amanah keren puasss
mandirismart,Produk original barang kualitas produk baik pengiriman lumayan cepat
s*****2,"Pengirimannya lumayan cepat, bahannya sangat bagus,,,,,"
ado_adzaah,"Mantep banget pokoknya , pengiriman cepet kilat parah .jossss"
s*****8,"Sablonannya bagus bgt rapih, pengemasan cepat, tapi sayang bgt ukuran S yang ini kekecilan di aku, padahal beli sebelumnya UK S muat dan Snya ini beda ukuran"
dheadara22,"kaoss sesuaii dengan yang difotoo,sablonannyaa jugaa baguss thx u erigoo"
annisalistiya,"Alhamdulillaah, jazaakumulloh khoyr erigo team. Lumayan dapat harga diskonan. Barokallohufiik"
m*****a,"Barang datang sesuai pesanan, pengemasannya rapih dan aman. Barang sesuai dgn foto katalog. Bakal jadi langganan disini, thx u admin"
wikeseptriani_,"Bagus banget dong, ga ngecewain sama sekali, terimakasih sudah amanah, semoga rezekinya berkah selalu, aamiin😇"
cici.padilah.18.,bagussssssss pengirimanny cepat banget ga nunggu lama lagi..
d*****s,Produknya oke banget. Pesanannya sesuai. Prosesnya juga sangat cepat
e*****m,Bagus banget. Cocok buat hadiah ulang tahun. Pengiriman cepat dan selamat sampai tujuan. Makasi banyak seller🌸
r*****i,Pengerimannya cepet bangett barangnya juga reccomended banget
litta.prahesti24,"Kualitas produk baik, bajunya bagus, kainnya lembut, nyaman dipakai dan nggak panas.

Pengirimannya juga cepat

Terima kasih erigo..."
alindahnr,"Baguss bangettt tshirt nyaa, erigo selalu menjual barang yang  memuaskan dan tidak pernah mengecewakan"
rennywidyastuti,"Seneng bangettttttttttttttt
Bagus adem berkualitasss
Bakal langganannn yahhh"
vincen89,Pelayanan memuaskan pengiriman cepat packing baik kualitas produk baik
ikhe_rohmawati12345678910,"Barang sesuai pesanan dan bagus, pengiriman cepat, bahannya bagus n adem 👍👍👍"
d*****1,dikirim sesuai pesanan trimakasih barang oke puas banget dehhhh
lyeye,"baguss..
semoga suamik suka sama kaos.kaosnya..
☺️☺️☺️☺️☺️"
hayatiii11,"Produk sangat original 
Kainnya lembut tidak nerawang 
Murah"
watt817,"pertama belanja
dapat flash sale
alhamdulillah sangat puas dengan kualitas produk
makasih seller"
m*****r,"beli buat adik yang masih SMP, suka banget dia sama Erigo! thank you"
ersazebua,"oke mantapppppp, ga nyesal pokoknya denggg. recommended bgt"
s*****y,
ajeng_titian,"mantap pengiriman nya cepet bangeett...
terimakasih seller..."
l*****a,"Makasihh kqka6, ini pesenan anak² ku jadi gak sempat ambil foto n vid"
quaruyrozg,"Harga: murah
Pengiriman:cepat
Kualitas: Bagus lembut bahannya dan adem banget

Ok ok👍👍👍👍👍👍👍👍👍👍👍👍👍👍👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌"
p*****8,"Udah tiga kali beli disini, barangnya gapernah ngecewain, bahannya lembut dan gabikin panas"
t*****5,Bagusss bahannya sukak sumpahhhh bagusss bangettttt
hendimaulana16,"Mantaps pokonya erigo selalu paling oke deh, bahanya enak sablonan nya bagus harganya terjangkau"
ochie_dhira27,"Kaos.ny bagus, bahan.ny adem, real pict..
Makasih shopee dan erigo..."
sudiarti12345,KEREN BANG BAHAN HALUS CUKUP BANGET PAS KEREN LAH POKONYA QQIWKIAAKKAKAKWIWSSJJHWDHJAJJSJSSJSJSJSJSJSJJSJSSJSSSJJSJS TAPI SATU STIKERNYA KURANG BANYAK BANG KURANG PUAS TETEP BINTANG 5 DONGKEMAREN SEMPET DIBELLIN SATU TRUS NAGIH KARNA BAGUS AKHIRNYA BELI LAGI DUA KEREN ABEZZ
am_fadli24,I am not sure if you are aware of this but I am interested in the job you have posted on Craigslist
ihrom16,Udah sampai tapi size XL gede banget bahannya tebel terima kasih
a*****s,Bagus kainnya lebut enak dipakai tidak panas sangat nyaman d pakai sehari hari
fahmiahmad16,Alhamdulillah paket telah sampai dan semuanya sesuai dengan pesanan yang sy pesan terima kasih semoga usahanya semakin lancar🙏🙏
eyyayaang,Suuukkaaaaa bahannn nya ademmmm bangettttt pen beli lagiii ngumpulin duit nya dulu
n*****n,"Terima Kasih, Thank You, Syukron, Arigato Gozaimasu, Gracias, Xie-Xie, Gamsa Hamnida, Grazie."
noveniadwinanda,"Ok bangettt pokoknyaaa,suka juga sama bahan nyaaa ,mantepp dehh ahhh"
f*****0,"Baju nya keren dan pas di aku trus juga dapet stiker 2
Ga nyangka aja sih bisa pas ukuran L, biasanya kebesaran ane pkenya"
yuyunwahyuni17,bahan bagus..lumayan diskon..cepet bangett dtg nyaa👍😁
risanidwiputri,Produk bagus dan berkualitas. Tapi sayang yg kypilih ukuran M. Tak kira besar seperti sebelumnya ternyata pas2an
abun4wi,Bhn lembut..adem smg anak sy suka thanks seller..thanks shopee..thanks abang kurir..smg sll amanah dan berkah
z*****1,Beli 2 pcs..ini sdh kesekian kalinya beli di erigo..hrg murah kualiatas oke..thanks Shoopee thanks erigo
e*****a,Kualitas produk baik. Produk original. Harga produk sangat baik.
e*****i,"Bahannya lembut ,halus ,pokoknya sukaaakk banget ❤️❤️ wajib order disini mah"
mariosanto21,"Barangnya sampai dengan selamat ,cepat lagi ,bagus banget"
novitacito,Alhamdulillah udah sampe dan cepat banget pesen semalam siang tadi udah sampe..bahan nya juga enak adem.. next mau beli jaketnya
p*****2,"Baguuuuuuuuuusssssssssssssssssas!!!!
Semoga doi sukaa"
k*****d,"Paket sudah sampai dengan selamat sentosa mengantarkan rakyat Indonesia ke depan pin... ehh, hehehe..."
s*****6,"Pengiriman lumayan cepat, langsung dipake, suka terimakasih"
sindynoviantarisubiartha,"Kainnya bagus banget 
Di badanku cocok 
Milih ukuran M pas bangettt"
nabilagrenika,Yang ini kekecilan aku kira satu ukuran tau gitu ambil yang XXL tapi gapapa bagus kok
sulaimanmantahu,"Kualitas produk sangat baik, produk original, harga produk sangat baik, kecepatan pengiriman sangat baik, respon penjual sangat baik 😍😍🥰🥰"
niswatunira,"Bagus banget, pas juga harganya murah dan pengirimannya super cepat walaupun jaraknya jauh"
liila03,"Sudah sampai, cepet bngettt… kualitas bagus puas bnget blanja disini, recommend buat kalian yg cari harga miring. Gak kecewa belanja disini 😍😍😍"
imapana,Barang sudah sampai tapi maaf baru sempat merivew. Kualitas produk ya sesuai dengan harga diskonnya. Sablonannya tidak begitu mulus tapi ya ngga papa deh. Pengiriman tergolong cepat. Terimakasih
illy97,"Kualitas sangat bagus, pengiriman cepat, barang sangat sesuai dengan gambar, kualitas barang bagus, pengemasan sangat rapi"
lusifebriyanti231,"Tidak kengecewakn, packing bagus rapih recommended banget pokonya🖤🖤"
putridewial,"Ga pernah kecewa sekalipun sama apapun produk erigo, mantap, sukses terus!"
r*****5,"Bagus, cuman sayang bgt sablon belakang nya ada yang retak gitu.. tapi its okay, tetep sukaakkkkkkk😁"
beta.hengky,"mantaaaappp.. pesanan lengkap dan sesuai.
1pcs ""S""
1pcs ""M""
2pcs ""L""
pengirimannya juga cepat.
Terimakasih Saller. Gbu 😊"
luckygardini,Sangat suka sekaliiiiiiiiiiiiiiiiiiiiiii bahanyaaaaaaaa
widyaning_amelia,"Produk sangat baik, pengemasan super aman, pengiriman cepat. Sangat memuaskan belanja disini. Semoga selalu jadi langganan. Terimakasih 💓"
r*****n,"Packaging nya bagus bgtt,,, punya ciri khas tersendiri kalo ini barang ori"
n*****u,"Gak pernah nyesellll , kualitas sdh tdk diragukan lagi ... Apalagi dapet harga. Flashsale ............. Seller ramahhh parahhbb , pengiriman cepatt dan pengemasan sangat baik .."
p*****a,"Terima kasih, pesanan sdh tiba dlm kondisi baik
Erigo mah mantap, bahan tebal & halus"
0*****a,Ukuran XXL nya kok kayak XL kecil bet dah buat gua pakai ni baju
w*****i,"Barang sesuai harga, design bagus tapi sayang kain nya tipis tapi lumayan lah"
d*****a,"Alhamdulillahh paket sudah sampaii...produk 100% orii,,udah kedua kalinyaa blanja dsiniii..bakal jadii langganan😍💕💕💕"
siskaalatin,"Udahhh pastii baguss dong produk ini mahh, pastii engga ngecewainnn❤️"
u*****c,"Pengiriman cepat, lumayan dapat diskon heheh mantab lah pokoknya"
cecewulan_05,Kualitas baju oke banget........ Barang orii.................
tooleeeyuhu,"Alhamdulillah barangnya udah nyampe bagus beget , apalagi ada diskon"" kayak gini 😍😍😍"
l*****7,Pengiriman cepat dan seller ramah thanksyou erigo sukses selalu ya
n*****a,bagus bgt bahannyaaa huhu tapi aku salah pilih ukuran yaudaadehhh makasihhh seller.
r*****h,"Bahannya adem, gambarnya juga bagus mantaplah pokoknyaaa"
nisfanhakim21,"Kualitas produk sungguhlah sangat baik, produknya original harganya terjangkau"
cikhh6ulgo,"Bagusss bangetttt 
Kainnya teball 
Gambar nya jugaaa cantiikkk bangettttttt  
Lain kali nnti pesan lagii 
Thnkyou"
s*****u,Pengiriman cepat aman sesuai pesanan bagus dapet harga diskon
reetyas,"Produk original kalian gabakalan nyesel deh beli, yokk cuss gasinn xixixi"
ovizyrizhavega,"Barang d trima rapi, pengiriman cepat, barang ori, trima kasih erigo🥰"
yulitaaadewi,"Buat kado doi jadi blom dibukaa, smoga doi sukaaa hihi makasi erigoo🌼"
dyahawatari.r,"MasyaAllah TabarakAllah paketannya sudah sampai, terimakasih ya kak"
putripuss_25,"Thankyou erigo, kualitas produk baik dan original, tidak mengecewakan, baguss❤"
meganaulydia,Sesuai ekspektasi barangnya.Pengirimannya cepat cocok buat di jadikan gift.Sekian penilaiannya :)
desyfatmalakn,"Barang kondisi oke, packing rapi, pengiriman sangat cepat."
dn123_,Bagus bgt lah cum agak lama aja pengirimanya over all bagus lah mantap besok pasti repeat beli ke sini.
emacayra,Bajunya  Erigo betul2 bagus sekali warnanya sesuai dengan aslinya...nex time pasti beli lg👍👍👍
c*****4,"Bagus, sampe nya cepet, bahan lembut, nyaman dipake dan size L nya cukup besar"
reziii04,bababababbabababababababbababababababababbabababanananana
a*****8,"Wow keren banget dg harga segitu dah dapat item yg kerenn, original pula"
nisaahmad12,"Sorry banget ga ada foto soalnya udah diambil sama yang punya, tapi keseluruhan bagus sih pengemasan dan pengiriman juga cepet"
c*****s,"Pengiriman cepat, karna pesan di hari kemerdekaan jadi agak lama dalam pengemasannya"
hendradanhil,"Puas dengan kualitasnya, barang cepat sampai, kurirnya ramah 
Recomended Kereeennn pokoknya👍👍"
n*****a,"Alhamdulillah akhirnya dapat juga yg ukuran L, pas checkout dapat promo Alhamdulillah terimakasih erigoo"
dewii_pusspitaa,Mannnntappppppppp bgttttttttt kerennnnnnnnn pokoknyaa
dec9ow_a1j,Bahan ok pengemasan ok sesuai pesanan tidak mengalami kendala dalam pengiriman dan cepat
s*****.,Maaf sebelumnya aku lupa poto dan video kan soalnya udah dibawa mas pacar tapi asli bahannya enak bgt nyaman dipake mas pacar suka packing nya juga rapih pengiriman nya juga cepat makasih banyak ♥♥
e*****_,"Baguss, bahan halus mantapp pokoknya
Real pict dan pengiriman cepat"
u*****a,"Gambar bajunya bagus, harga murah krna sale dan pengiriman jg cepat, terima kasih👍🏻"
e*****u,Bahannya bagus dan nyaman dipakai dan kualitasnya sangat bagus
0yu9jqy7xh,Bagussss bangettttttt rekomendet pokoknya. Bulan ini sudah beberapa kali beli
wayaewayae960633,Mantap bener kualiatasnya bagus. Gak kecewa deh kalo belanja2 disini. Produk lokal harus diperkembangkan. Pengirimannya juga cepat.
apriliyazain04,"Kereeen ga tuhh ???? Kerenlah masak ga pulak kann..
Uhh best lahh 🌹🌹"
khalimah_99,"Realpict, gaada yang salah🤗 seller ramah, insyaallah next order lagi😃"
imeymeylinda,Bahan kaos nya adem dan berkualitas . Recommended lah pokoknya sesuai ekspetasi
abdullah_store19,Barang sudahhh sampaiiii sesuaiiiii pesanannnnn teriimmaaakkaaasssihhhh
susantirosnani_16,Terimakasih semoga anak suka'... sayang ngak ada warna putihnya hehe
h*****_,Mantap pengiriman sangat cepat dapat harga promosi pulaaaaa
bes89,"Bahan adem, nyerap keringat, sablon nya bagus,respon penjual nya baik"
ipul4321,Bajunya ori bgtv🤩semoga sablonya mantul ya pas dicucinya
doeljogker1988,"Barang sudah sampe dan sesuai pesanan..okelah
Tpi belum di coba"
v*****0,Lumayan dehh dengan harga segituuu. Terimakasih yaaa.......
adefitrianii08,Produk sangattt baguss sesuai sama harga pengirimannya juga cepat
f*****5,"bagus bahannya, cantik cantikk warnanyaa worth to buy sihh"
aima19mah04yuni1999,"Bismillahirrahmanirrahim ,Alhamdulillah bahan nya bagus"
luthfi1298,"sangat memuaskan, pengiriman juga cepet,real pict banget dah, semoga tambah sukses ngab, trs berusaha, dijamin nuagih.."
arbi97yanta,"Barangnya Bagus, silahkan di Order jika kalian penasaran 😁"
p*****v,bagus banget dong🥺 dari segi bahan dan kualitas sebanding sama harganya
musa_assegaff101.,"Kualitas produk baik. Bahan adem, pengiriman cepat. Harga juga sangat terjangkau, worth it lah"
delo300500,Gatauu itu pesenan temen tp kaya nya baguss wkwkwkkwwk
t*****_,"Terimakasih seller, 
Barangnya cepet nyampek, 
Cuman 3 hari saja,
Top lah,,"
rialiana003,"Ngga pernah ngecewain deh kalo beli T-shirt disini, bahannya adem, sablonanannya bagus ngga luntur, desainnya keren, thx seller"
danisauliasalshabila,Baguss pengiriman nya cepet banget mantappp pokoknya
s*****4,Kualitas produk baik pengiriman sangatlah cepat respin penjual sangan baik harga produk murah barang original  terima kasih
r*****p,"kaos realpict bagus, pengemasan rapi, harga pun terjangkau, sangat puas"
a*****7,"pesanan kedua agak kecil dari pesanan pertama,tapi gapapa deh selebihnya baguss"
dickyuban_,Barang sampai dengan selamat bosksucsobbohsldbkbkdbkdhdohdohdohdohdlebibkbdkbdlblbdlndo
kanayarf,"Pertama kali order langsung beli 2,pokoknya bgus bgt dan adem d pake"
anararah12,Baguuus sukaaaaaaaaaaa aaaaaaaaaaa sukaaaaa bgttttty pokoknya ngga nyeselllllll
isnaini_sb,"Mantabbbbbbb , kainnya lembutttttttttt sekaliiiii 😍😍😍😍"
ullieza,"Makasihhh barangg nyaaaa sudah sampaiiiiiiiiiiii,,bgusss"
s*****a,I think that is okay so thank you so much for give me best t-shirt do you have
urwatul04,Terimakasiiiih sy suka barang nya baguss sesuai pesanan 👍👍👍
muhammadfahrii11192,"Alhamdulillah barang dah mendarat dengan selamat wkwk,baju nya bangus kain nya lembut dan dapat sticker,proses pengemasan dan pengiriman nya juga cepat,makasih sama penjual🙂"
faradillahfar,"Barang sudah sampe, tpi blm saya buka krna msh d tempat kerja semoga sesuai👍🏻"
herrymhb,"Saya kecewa kak, produk nya rusak (Baju Sobek). Kalo untuk pengiriman cepat."
mge_kfguks5thdt8588_08uq1cuk,Produknya bagus bgt ini belinya pas flash sale 12.12 kmaren jd dapet harga murah seneng bgt pokoknya bahanya jg bagus pengiriman cpt
m*****_,"Bagus bgt, kainnya halus ya. Gercep kirimnya. Pas ada diskon pula. Dapet gift juga. Maaf videonya beda. Makasih pokoknya. Sukses selalu seller."
a*****i,
autofashio,Kaosnya udah datang bahan dan sablonan bagus. Ori  kapan kapan berbelanja lgi di toko ni.... Mantapppppppppppppppppppppppppppppllp
tettyindriani,Bahannya lembut .. lumayan tebal...sesuai pesanan... pengiriman cepat
ririnririn01,
j*****a,"Sangat memuaskan,,,"
a*****9,"Keren!!
Pengirimannya cepat bgt, Bajunya adem, ga bikin panas, kainnya halus dan lembut. Suka bgt."
y*****9,"Bahan mah ga ush di ragukan lagi lah ya..sebagus n se adem itu
Ukuran ny jg sesuai"
asyam12490,Bahan lembut
putriannisatanjung23,
maya_813,Produk okay bahannya juga bagusd suka bgt pkoknya
bambang_imron87,Produk Bagus dan Original dan Bahannya juga Bagus
fajarganz905,Bagus udah lama pengen erigo akhirnya kesampaian
gizallshop,Produk erigo emang bener bener top udah yang kedua kalinya beli di sini
akuganteng080898,"Terima Kasih eriigo produk yang terbaik,barangnya udah smpai tujuan dengan selamatt,bajunya aman banget baguus kali😍adem dan tidak panas"
komariya10,Realpict banget sesuai gambar sesuai ekspektasi bagus banget suka pokoknya kainnya juga adem tebel  bagus banget pokoknya suka banget banget banget banget 🥰🥰🥰🥰
y*****a,keren bahaannya adem top markotop
dhe43210,"Alhamdulillah brang nya udah sampai.
Bhan nya lembut dan bgus👍👍semoga yang pesan suka🤗"
fasiffudin,"Pembelian yg ketiga bahannya agak tipis tpi adem dan ada noda putih dikit tpi gpp lah, tumben nih L agak kecilan, biasanya pas.."
meylindatree,Tidak di ragukan lagi kualitas bahan nya bagus banget maaf ya video nya tidak sesuai tapi untuk bahannya asli bagus banget terimakasih shoppe and seller
marsheillaaa,"Barang sudah sampai, pengiriman nya cpt, packing nya rapih.. Thankyouu ✨"
devalfahri,Produk aman👍👍
nuryrevi17,"Wagelasehh, dengan harga segitu dapet barang berkualitas bagus, emg udah pengen erigo dari dulu, tapi nunggu diskonan hehe, biasaa anak diskonan, sukses selalu, dan semoga aku juga beruntung dapet harga diskon wkwkwkw makasih banyak. Bahannya halus, dan mengecewakan deh pokoknya... Seneng bgt. Gila"
